True clone	Inf clone	GE	Annotation
#Clo29	#Clone13	0	Initial
#Clo24	#Clone8	2	Initial
#Clo26	#Clone8	2	Initial
#Clo21	#Clone10	2	Initial
#Clo48	#Clone2	0	Initial
#Clo43	#Clone15	1	Initial
#Clo41	#Clone15	0	Initial
#Clo9	#Clone7	0	Initial
#Clo8	#Clone1	0	Initial
#Clo28	#Clone9	2	Initial
#Clo14	#Clone3	1	Initial
#Clo11	#Clone7	2	Initial
#Clo39	#Clone14	2	Initial
#Clo12	#Clone3	0	Initial
#Clo22	#Clone8	2	Initial
#Clo17	#Clone10	0	Initial
#Clo16	#Clone3	2	Initial
#Clo19	#Clone10	1	Initial
#Clo32	#Clone11	1	Initial
#Clo30	#Clone11	1	Initial
#Clo37	#Clone14	2	Initial
#Clo35	#Clone14	2	Initial
#Clo34	#Clone11	2	Initial
#Clo39	#Clone5	3	ExtraInf
#Clo29	#Clone4	2	ExtraInf
#Clo29	#Clone6	1	ExtraInf
#Clo48	#Clone12	3	ExtraInf
